tconst,startYear,runtimeMinutes,budget,production_companies,original_language,origin_country,top_3_cast,director,keywords,genres,certification_us,release_date,profitable
tt26229612,2025,130.0,2352000.0,"[3522, 160468, 203686, 255348, 19143]",hi,['IN'],"[{'id': 52971, 'popularity': 1.0711}, {'id': 2527060, 'popularity': 0.1622}, {'id': 1179628, 'popularity': 0.889}]","[{'id': 1513024, 'popularity': 0.2001}]","[9672, 7021, 11534, 15049, 204242]","[53, 18]",,2025-03-07,1
tt10944760,2021,108.0,6600000.0,"[49934, 94, 49473, 11797, 24430]",fr,['FR'],"[{'id': 5443, 'popularity': 0.6605}, {'id': 2418333, 'popularity': 0.328}, {'id': 1144473, 'popularity': 0.584}]","[{'id': 1392433, 'popularity': 0.6907}]","[3725, 2754, 11429, 9844, 10714, 13063, 187056, 192094, 194226, 208591, 213295, 227428, 252577, 269898, 278015, 283085]","[18, 53, 27]",R,2021-07-14,0
tt14905854,2025,125.0,30000000.0,"[122908, 1522, 56, 197107]",en,['US'],"[{'id': 1498158, 'popularity': 4.5201}, {'id': 2326151, 'popularity': 1.6011}, {'id': 1639, 'popularity': 3.7538}]","[{'id': 1395183, 'popularity': 1.1214}]","[818, 9872, 12995, 146946, 176227, 187056, 208244, 211659, 251613, 328926, 370792, 370793]","[18, 10749, 36]",PG-13,2025-11-26,1
tt3714720,2016,88.0,3800000.0,"[29312, 14319, 4205, 75354]",en,['US'],"[{'id': 17697, 'popularity': 7.4497}, {'id': 452, 'popularity': 1.9559}, {'id': 28633, 'popularity': 2.0232}]","[{'id': 17697, 'popularity': 7.4497}]","[879, 10041, 10235, 11612, 156872, 189401, 225686, 262325, 283118, 289848, 369397]","[18, 35]",PG-13,2016-08-25,0
tt23638614,2024,113.0,6000000.0,"[198118, 198120, 198122, 75818, 144002, 182197, 243643]",en,['US'],"[{'id': 1608418, 'popularity': 0.2622}, {'id': 208294, 'popularity': 0.497}, {'id': 2040749, 'popularity': 0.4175}]","[{'id': 1322602, 'popularity': 0.2872}, {'id': 1608418, 'popularity': 0.2622}]","[5657, 2356, 5565, 9672, 18035, 208289, 210608, 247715, 253695, 273060]","[18, 10402, 10751]",PG,2024-04-26,1
tt15268244,2023,95.0,20000000.0,"[1632, 16615, 195015]",en,['US'],"[{'id': 1285023, 'popularity': 0.9373}, {'id': 2088734, 'popularity': 0.8643}, {'id': 1381186, 'popularity': 1.215}]","[{'id': 1215038, 'popularity': 0.3009}]","[5248, 185927, 187056, 280028]",[35],R,2023-06-22,0
tt3332064,2015,111.0,150000000.0,"[20478, 27711, 41624, 174, 118865, 15357]",en,"['AU', 'US', 'GB']","[{'id': 1313583, 'popularity': 1.0549}, {'id': 9828, 'popularity': 2.1659}, {'id': 6968, 'popularity': 4.5618}]","[{'id': 36588, 'popularity': 1.2284}]","[334, 2343, 3205, 5938, 12988, 170362]","[14, 12, 10751, 28]",PG,2015-09-24,0
tt13238346,2023,105.0,12000000.0,"[41077, 1422, 158407, 128404]",en,['US'],"[{'id': 1260481, 'popularity': 1.7822}, {'id': 1387126, 'popularity': 1.5537}, {'id': 37154, 'popularity': 1.6386}]","[{'id': 2518227, 'popularity': 1.0023}]","[242, 2356, 6054, 5609, 7439, 10188, 10855, 10965, 148540, 160246, 165402, 187056, 231519, 234212, 248870, 261264, 272877, 280028, 281237, 290327]","[18, 10749]",PG-13,2023-06-02,0
tt4776998,2016,133.0,90000000.0,"[20656, 61018, 61019, 10427]",en,['US'],"[{'id': 25072, 'popularity': 3.1662}, {'id': 1021684, 'popularity': 1.5653}, {'id': 3894, 'popularity': 4.2753}]","[{'id': 2589, 'popularity': 0.4136}]","[736, 128, 2504, 2679, 5733, 14900, 184996, 187675, 214410, 232916, 335802]","[36, 10749, 18]",PG-13,2016-12-02,0
tt10375106,2020,77.0,4900000.0,"[34780, 11773, 5162, 11797, 24430, 95061]",fr,['FR'],"[{'id': 145123, 'popularity': 0.3641}, {'id': 1285939, 'popularity': 0.3192}, {'id': 586757, 'popularity': 2.0716}]","[{'id': 133398, 'popularity': 0.4611}]","[7035, 181304]","[35, 14]",,2021-05-19,0
tt3622592,2015,109.0,12000000.0,"[711, 12292]",en,['US'],"[{'id': 232006, 'popularity': 1.3125}, {'id': 1289968, 'popularity': 2.2773}, {'id': 148992, 'popularity': 2.077}]","[{'id': 836732, 'popularity': 0.8211}]","[6270, 1196, 6054, 818, 2803, 160243, 209792, 210597, 212737, 246466, 281445, 311315, 325761, 325762, 325765, 325806, 325807, 325814]","[9648, 18, 10749]",PG-13,2015-06-18,1
tt2820852,2015,137.0,190000000.0,"[333, 1225, 33]",en,['US'],"[{'id': 12835, 'popularity': 8.9183}, {'id': 8167, 'popularity': 4.146}, {'id': 18918, 'popularity': 5.1872}]","[{'id': 2127, 'popularity': 2.7899}]","[830, 3428, 9666, 9748, 40870, 286354, 314730, 325761, 325811, 325853]","[28, 80, 53]",PG-13,2015-04-01,1
tt10473036,2022,93.0,17000000.0,"[50163, 129669, 90827, 129670, 129671, 115965, 823, 62277, 100886, 117455]",en,"['DE', 'BE', 'GB']","[{'id': 41419, 'popularity': 3.7251}, {'id': 1223786, 'popularity': 5.3085}, {'id': 11207, 'popularity': 3.8344}]","[{'id': 57917, 'popularity': 0.2519}]","[818, 11187, 15284, 186811, 189359, 250914, 309269, 310034]","[16, 12, 35, 10751, 14]",PG,2022-12-16,0
tt3181776,2015,96.0,20000000.0,"[20243, 12372, 65734]",en,['US'],"[{'id': 18182, 'popularity': 3.1665}, {'id': 192, 'popularity': 7.8767}, {'id': 17648, 'popularity': 2.3132}]","[{'id': 1377131, 'popularity': 0.7862}]","[779, 782]","[28, 80, 53]",NR,2015-10-15,0
tt5822536,2024,106.0,90000000.0,"[73025, 238886, 113521]",en,['GB'],"[{'id': 17064, 'popularity': 2.7563}, {'id': 19923, 'popularity': 1.6973}, {'id': 1246, 'popularity': 3.3165}]","[{'id': 1717526, 'popularity': 0.1613}]","[10084, 9663, 10468, 15101, 158199, 158431, 179430, 179431, 209220, 210246, 266995, 267848, 269710, 275266, 303310, 315709, 325832]","[12, 35, 10751]",PG,2024-11-08,0
tt20916568,2023,84.0,199507.0,"[150179, 18609, 117747, 106786, 75355]",en,['US'],"[{'id': 1883866, 'popularity': 1.5689}, {'id': 57599, 'popularity': 2.5221}, {'id': 1217637, 'popularity': 0.4247}]","[{'id': 1919529, 'popularity': 0.1727}, {'id': 1098562, 'popularity': 0.5081}]","[10738, 3544, 10292, 9663, 9748, 9826, 13015, 15162, 284439]","[28, 27, 53]",R,2023-05-26,0
tt3387266,2016,111.0,14000000.0,"[7981, 65927, 95966, 6570, 91030, 104, 10611, 288, 290, 43, 7281]",en,['GB'],"[{'id': 35013, 'popularity': 1.9145}, {'id': 10882, 'popularity': 8.9856}, {'id': 10993, 'popularity': 3.0758}]","[{'id': 1193597, 'popularity': 0.3826}]","[818, 409, 6038, 4106, 5565, 9672, 8028, 10188, 12425, 13084, 187056, 263815]","[18, 36]",PG-13,2016-11-25,0
tt1361336,2021,101.0,50000000.0,"[25120, 8922, 77061, 174]",en,['US'],"[{'id': 56734, 'popularity': 5.0762}, {'id': 454, 'popularity': 4.2492}, {'id': 1226277, 'popularity': 1.0613}]","[{'id': 20400, 'popularity': 0.9718}]","[179430, 209220]","[35, 10751, 16]",PG,2021-02-10,1
tt3567288,2015,94.0,5000000.0,"[3172, 12236]",en,['US'],"[{'id': 1385063, 'popularity': 0.6618}, {'id': 1198286, 'popularity': 0.4779}, {'id': 204271, 'popularity': 0.6418}]","[{'id': 11614, 'popularity': 2.7297}]","[4932, 897, 380, 904, 9229, 9826, 14768, 160841, 163053, 172664, 200283, 202371, 207082, 276164, 309974, 311315, 325798, 365784, 365923]","[27, 53]",PG-13,2015-09-10,1
tt6774786,2018,119.0,6000000.0,"[114814, 76992, 135020]",en,"['AU', 'US']","[{'id': 1231108, 'popularity': 0.3736}, {'id': 7242, 'popularity': 2.2335}, {'id': 83458, 'popularity': 0.5107}]","[{'id': 1670908, 'popularity': 0.2966}]","[5657, 9739, 14909, 246197, 246198, 246199]","[28, 878, 18]",R,2018-07-12,0
tt5662932,2016,133.0,521873.0,[7435],hi,['IN'],"[{'id': 85047, 'popularity': 0.6423}, {'id': 1469935, 'popularity': 0.9382}, {'id': 1643582, 'popularity': 0.7985}]","[{'id': 85670, 'popularity': 1.0226}]","[1803, 4110, 9672, 10714, 161982, 229684]","[53, 80]",,2016-06-24,0
tt12844910,2023,146.0,30270000.0,"[1569, 206374, 233919, 236036, 145770, 129205]",hi,['IN'],"[{'id': 35742, 'popularity': 3.5283}, {'id': 53975, 'popularity': 2.021}, {'id': 52971, 'popularity': 1.0711}]","[{'id': 35785, 'popularity': 0.5568}]","[470, 155750, 217282]","[28, 12, 53]",NR,2023-01-25,1
tt9013340,2023,98.0,3000000.0,"[73118, 35849, 194285]",en,['US'],"[{'id': 95101, 'popularity': 2.1034}, {'id': 83586, 'popularity': 2.2234}, {'id': 3967, 'popularity': 4.498}]","[{'id': 95101, 'popularity': 2.1034}]",[],[35],R,2023-05-12,0
tt1121948,2024,126.0,30000000.0,"[33, 507, 172860, 8147]",en,['US'],"[{'id': 1251069, 'popularity': 2.9974}, {'id': 78423, 'popularity': 1.8754}, {'id': 65731, 'popularity': 3.8373}]","[{'id': 11401, 'popularity': 1.884}]",[],"[28, 53, 80]",R,2024-08-22,0
tt3787590,2015,96.0,6000000.0,"[10163, 694, 20664]",en,['GB'],"[{'id': 29222, 'popularity': 3.9958}, {'id': 8210, 'popularity': 3.4808}, {'id': 1186505, 'popularity': 1.1002}]","[{'id': 1257827, 'popularity': 0.3437}]","[12670, 166947, 179431, 186117]","[18, 10402, 10749, 35]",R,2015-08-26,0
tt7745068,2018,96.0,12000000.0,"[2849, 11727, 2918, 6755, 1778, 648, 3466, 882]",ja,['JP'],"[{'id': 1325962, 'popularity': 1.6853}, {'id': 225603, 'popularity': 1.7014}, {'id': 227611, 'popularity': 1.3603}]","[{'id': 1307036, 'popularity': 0.4907}]","[233, 1701, 9715, 10873, 14955, 18233, 33637, 207826, 210024]","[16, 28, 12, 14]",PG-13,2018-08-03,0
tt3397884,2015,121.0,30000000.0,"[1632, 33681, 3528]",en,['US'],"[{'id': 5081, 'popularity': 8.4237}, {'id': 1121, 'popularity': 2.7541}, {'id': 16851, 'popularity': 4.0081}]","[{'id': 137427, 'popularity': 2.2747}]","[10364, 782, 591, 534, 417, 258, 1812, 919, 1556, 2286, 2887, 5627, 9748, 9826, 11719, 14707, 14964, 15218, 15271, 18034, 18420, 34136, 160194, 164881, 198423, 207268, 208397, 217064, 276605, 277607, 312898, 335962]","[28, 80, 53]",R,2015-09-17,1
tt2404435,2016,132.0,90000000.0,"[21, 5, 34034, 79, 79566, 1423]",en,['US'],"[{'id': 5292, 'popularity': 7.6397}, {'id': 73457, 'popularity': 5.1722}, {'id': 569, 'popularity': 4.6161}]","[{'id': 20907, 'popularity': 1.4345}]","[6054, 75, 5331, 2673, 9714, 33344, 154846, 155291, 188296, 200918]","[12, 28, 37]",PG-13,2016-09-14,0
tt4285496,2015,125.0,1400000.0,"[72691, 44391, 2586, 72692, 72694, 51949]",es,['CO'],"[{'id': 1457444, 'popularity': 0.0507}, {'id': 1457445, 'popularity': 0.1075}, {'id': 1106964, 'popularity': 0.7722}]","[{'id': 122785, 'popularity': 0.2271}]","[1551, 10062, 5968, 9672, 10706, 12337, 18070, 18330, 158217, 210856, 215162, 347548]","[18, 12]",,2015-05-25,0
tt1856080,2023,123.0,40000000.0,"[1782, 143790, 210099]",en,['US'],"[{'id': 33192, 'popularity': 2.1737}, {'id': 1371041, 'popularity': 2.3217}, {'id': 27172, 'popularity': 2.8298}]","[{'id': 1461, 'popularity': 4.9475}]","[6075, 2070, 9672, 171459, 214548, 325795, 325824]","[18, 36]",PG-13,2023-12-25,0
tt4996328,2024,118.0,13000000.0,"[144002, 829, 118472]",en,['US'],"[{'id': 448, 'popularity': 2.2673}, {'id': 64295, 'popularity': 6.15}, {'id': 3543561, 'popularity': 1.226}]","[{'id': 94471, 'popularity': 0.5813}]","[1415, 186, 3373, 5890, 9672, 7464, 10614, 11612, 15120, 18035, 169725, 181834, 210608, 228067, 254747, 273060, 273868, 278247, 320420, 325761, 325762, 325824, 325840]",[18],PG,2024-02-22,0
tt33014583,2025,214.0,14330000.0,"[212774, 115477]",hi,['IN'],"[{'id': 224223, 'popularity': 1.6345}, {'id': 87328, 'popularity': 1.1532}, {'id': 85519, 'popularity': 1.2086}]","[{'id': 2152816, 'popularity': 1.8321}]","[5265, 6084, 6078, 1293, 1627, 1628, 9701, 10292, 7021, 13006, 13015, 14636, 158774, 163656, 181117, 181659, 210608, 217282, 232682, 240424, 252104, 298577, 316362, 319497, 322496, 324109, 348699]","[28, 80, 53]",NR,2025-12-05,1
tt5442430,2017,104.0,58000000.0,"[5, 82819]",en,['US'],"[{'id': 131, 'popularity': 6.8241}, {'id': 10859, 'popularity': 5.5224}, {'id': 933238, 'popularity': 6.2942}]","[{'id': 125738, 'popularity': 0.6362}]","[839, 4862, 9882, 14626, 156039, 160097, 191586, 194486, 301826, 301827, 316832, 325783]","[27, 878, 9648]",R,2017-03-22,0
tt29313285,2025,77.0,11100000.0,"[27350, 42210, 591, 271840, 156201, 94752]",fr,['FR'],"[{'id': 4109899, 'popularity': 0.0755}, {'id': 5404403, 'popularity': 0.0423}, {'id': 1758849, 'popularity': 0.0493}]","[{'id': 2694520, 'popularity': 0.127}, {'id': 142070, 'popularity': 0.3095}]","[233, 818, 715, 17997, 18330, 158023, 173323, 180498, 181205, 214887, 240422, 326222, 349947]","[16, 18, 10751]",PG,2025-06-25,0
tt4530422,2018,110.0,38000000.0,"[11461, 4]",en,['US'],"[{'id': 1607522, 'popularity': 1.5911}, {'id': 986808, 'popularity': 2.2468}, {'id': 90060, 'popularity': 2.1924}]","[{'id': 1299642, 'popularity': 0.2804}]","[254, 2652, 5331, 1956, 4299, 9156, 10124, 14601, 158778, 194402, 207883, 240435, 253063, 314730]","[27, 10752, 878]",R,2018-11-01,0
tt3530978,2016,122.0,10000000.0,"[26261, 3110, 14016, 20644, 197649, 155990, 231766]",it,['IT'],"[{'id': 16940, 'popularity': 3.9665}, {'id': 18182, 'popularity': 3.1665}, {'id': 1669484, 'popularity': 0.0476}]","[{'id': 65314, 'popularity': 0.7448}]",[],"[18, 10749]",NR,2016-01-14,0
tt10128846,2024,138.0,120000000.0,"[70, 236562]",en,['US'],"[{'id': 1023139, 'popularity': 2.6378}, {'id': 4808, 'popularity': 5.8391}, {'id': 1251069, 'popularity': 2.9974}]","[{'id': 1776, 'popularity': 2.3641}]","[613, 1326, 236, 4129, 11327, 4565, 1919, 2013, 2301, 2887, 3182, 3376, 3469, 6083, 9887, 2187, 3667, 7464, 10131, 10617, 11869, 157769, 164193, 164829, 181324, 186766, 191600, 208397, 233934, 237462, 240315, 325854]","[878, 18, 14]",R,2024-09-25,0
tt4326444,2016,99.0,1490000.0,"[49, 2147, 7493, 22311]",es,['ES'],"[{'id': 24974, 'popularity': 0.5133}, {'id': 130260, 'popularity': 0.7967}, {'id': 233947, 'popularity': 0.6093}]","[{'id': 309, 'popularity': 2.7541}]","[894, 6054, 744, 4320, 6038, 5248, 6683, 9673, 9957, 10937, 11612, 14768, 33720, 34079, 157955, 181109, 240315]","[18, 10749]",R,2016-04-08,1
tt5177120,2024,122.0,60000000.0,"[130, 22146, 2900]",en,['US'],"[{'id': 73968, 'popularity': 9.4272}, {'id': 1222992, 'popularity': 4.8941}, {'id': 64295, 'popularity': 6.15}]","[{'id': 956, 'popularity': 3.2447}]","[585, 818, 2652, 1956, 9672, 6165, 9358, 10026, 14618, 33848, 175056, 181325, 191726, 207883, 208878, 233857, 234980, 243503, 256877, 306275, 341871, 348114, 359247, 364079, 365236, 367984]","[28, 35, 10752]",R,2024-04-18,0
tt21188080,2024,101.0,13400000.0,"[10146, 80970, 212923]",en,['US'],"[{'id': 221192, 'popularity': 2.9573}, {'id': 56730, 'popularity': 2.063}, {'id': 1268847, 'popularity': 0.7145}]","[{'id': 84617, 'popularity': 0.531}]","[6270, 1227, 10123, 10683, 9826, 10809, 11322, 13092, 14901, 157213, 174413, 187056, 208289, 259376, 325762, 325784, 325810, 325856]","[27, 35, 10749]",PG-13,2024-02-07,0
tt1464335,2022,116.0,120000000.0,"[5, 507, 125281, 14439]",en,['US'],"[{'id': 1136406, 'popularity': 5.6946}, {'id': 13240, 'popularity': 6.5983}, {'id': 1163789, 'popularity': 1.4197}]","[{'id': 91268, 'popularity': 0.5575}]","[8562, 6956, 11088, 41645, 169953, 179431, 253869, 376057]","[28, 12, 9648]",PG-13,2022-02-10,1
tt33372494,2025,151.0,3379386.0,[127162],ml,['IN'],"[{'id': 1946295, 'popularity': 1.0187}, {'id': 3037048, 'popularity': 1.2219}, {'id': 2112010, 'popularity': 0.2695}]","[{'id': 1587623, 'popularity': 0.1737}]","[272493, 272742, 290492, 359731]","[28, 12, 14]",NR,2025-08-28,1
tt3410834,2016,120.0,110000000.0,"[10227, 491, 1632, 14440]",en,"['CA', 'US']","[{'id': 94185, 'popularity': 4.3143}, {'id': 587020, 'popularity': 5.6593}, {'id': 996701, 'popularity': 4.0107}]","[{'id': 57270, 'popularity': 0.8233}]","[818, 2020, 4565, 9663, 12375, 193005, 246466, 290903, 309974, 325783, 366088]","[12, 878, 28, 9648]",PG-13,2016-03-09,0
tt3291150,2023,103.0,100000000.0,"[1020, 48738, 1632, 74795, 126013, 342, 221429]",en,['US'],"[{'id': 976, 'popularity': 15.3075}, {'id': 62644, 'popularity': 1.4721}, {'id': 19537, 'popularity': 5.2808}]","[{'id': 293911, 'popularity': 0.6624}]","[9663, 12551, 158022, 189093]","[28, 12, 53]",R,2023-09-15,0
tt3402138,2025,85.0,42000000.0,"[8789, 4, 216687]",en,['US'],"[{'id': 3896, 'popularity': 5.3989}, {'id': 6736, 'popularity': 2.4884}, {'id': 1294982, 'popularity': 1.7944}]","[{'id': 62854, 'popularity': 0.8915}]","[9663, 9253, 11931, 161184, 179430, 179431, 247799]","[28, 35, 80]",PG-13,2025-07-30,0
tt7098658,2018,138.0,4500000.0,"[19146, 63187]",hi,['IN'],"[{'id': 1108120, 'popularity': 1.7596}, {'id': 1469935, 'popularity': 0.9382}, {'id': 226769, 'popularity': 0.6738}]","[{'id': 113667, 'popularity': 0.4047}]","[818, 18117, 230926]","[53, 18, 36]",,2018-05-10,1
tt5001754,2018,94.0,5000000.0,"[27049, 85563, 51526, 76991, 97412, 101838]",en,"['CA', 'US']","[{'id': 117642, 'popularity': 7.0932}, {'id': 32747, 'popularity': 3.5217}, {'id': 39520, 'popularity': 2.0177}]","[{'id': 1031463, 'popularity': 0.5614}]","[2231, 2150, 4010, 13209, 156019, 240303]","[18, 28, 53]",R,2018-02-01,0
tt0810819,2015,119.0,15000000.0,"[8875, 10163, 11773, 23200, 73536, 73538, 221513]",en,"['US', 'GB']","[{'id': 37632, 'popularity': 2.6346}, {'id': 227454, 'popularity': 2.8233}, {'id': 73381, 'popularity': 2.1492}]","[{'id': 70500, 'popularity': 0.6609}]","[90, 818, 509, 792, 2679, 437, 12995, 14893, 34115, 157959, 158718, 159103, 207876, 232076, 311315, 325783, 325794]",[18],R,2015-11-27,1
tt2261287,2016,89.0,30000000.0,"[91331, 6623, 7038, 76742, 9, 1115, 308]",en,"['CA', 'FR']","[{'id': 18050, 'popularity': 8.0508}, {'id': 122889, 'popularity': 2.5968}, {'id': 232006, 'popularity': 1.6679}]","[{'id': 1316783, 'popularity': 0.2412}, {'id': 1792483, 'popularity': 0.1107}]","[2199, 1691, 90, 334, 1436, 7393, 10551, 13014, 159716, 164889, 207928]","[16, 12, 35, 10751]",PG,2016-12-14,1
tt6394270,2019,109.0,32000000.0,"[91390, 3574, 13240, 13184, 53152, 1632, 100640]",en,['US'],"[{'id': 6885, 'popularity': 7.5181}, {'id': 234352, 'popularity': 7.2772}, {'id': 2227, 'popularity': 5.9921}]","[{'id': 6737, 'popularity': 1.141}]","[5565, 9672, 10850, 195279, 206075, 225710, 257783, 261286, 294856]",[18],R,2019-12-13,0
tt3691740,2016,117.0,140000000.0,"[2, 56, 7294, 10221, 862, 214904]",en,['US'],"[{'id': 40900, 'popularity': 1.2945}, {'id': 1425420, 'popularity': 0.3905}, {'id': 15556, 'popularity': 2.6265}]","[{'id': 488, 'popularity': 6.646}]","[212, 392, 2011, 12663, 13014, 14895, 15101, 189099, 209792, 227364, 245230, 325784]","[12, 10751, 14]",PG,2016-06-01,0
tt3478962,2015,124.0,10600000.0,"[83, 694, 2612, 19233, 45663, 71885]",fr,['FR'],"[{'id': 1925, 'popularity': 2.9947}, {'id': 25340, 'popularity': 0.5366}, {'id': 16269, 'popularity': 1.3317}]","[{'id': 64210, 'popularity': 1.0691}]","[187056, 311315]","[18, 10749]",NR,2015-10-21,0
tt2034800,2016,103.0,150000000.0,"[33, 507, 48873, 923, 86433, 2270]",en,['US'],"[{'id': 1892, 'popularity': 10.7553}, {'id': 1151657, 'popularity': 3.0546}, {'id': 5293, 'popularity': 3.8646}]","[{'id': 607, 'popularity': 3.4992}]","[1299, 478, 4393, 11024, 12995, 14601, 15060, 157788, 163403, 213097, 232499, 273967, 325769, 325778]","[28, 12, 14]",PG-13,2016-12-16,0
tt5360996,2018,120.0,20000000.0,"[10146, 6705, 7493, 7217, 6237, 19916]",en,['AU'],"[{'id': 108916, 'popularity': 2.3912}, {'id': 73421, 'popularity': 3.2428}, {'id': 5294, 'popularity': 3.8623}]","[{'id': 1173102, 'popularity': 0.2719}]","[186, 3575, 3036, 162708, 222185, 230097, 253695]",[18],R,2018-03-15,0
tt4687848,2016,124.0,50000000.0,"[90633, 3407, 36958, 72091, 90634, 90635, 90636, 79046]",zh,"['CN', 'HK']","[{'id': 18897, 'popularity': 14.4382}, {'id': 1468979, 'popularity': 1.0452}, {'id': 64435, 'popularity': 1.2826}]","[{'id': 110511, 'popularity': 0.3051}]","[478, 18044, 207883, 235515, 235516, 235517]","[28, 12, 35, 10751, 10752]",NR,2016-12-23,0
tt24871974,2024,106.0,4400000.0,"[1020, 48738, 12142]",en,['US'],"[{'id': 19537, 'popularity': 5.2808}, {'id': 2349355, 'popularity': 5.4555}, {'id': 84613, 'popularity': 2.4967}]","[{'id': 2263272, 'popularity': 0.1241}]","[310, 14544, 328072, 329707, 340171, 350231, 350730, 372139, 372140, 372141, 372142, 372143, 372144, 374181, 374182, 374183]","[878, 27, 53]",R,2024-08-15,0
tt1881002,2015,95.0,4000000.0,"[52924, 1632, 3604, 74208, 12075, 68506, 52925, 10393]",en,"['US', 'CH']","[{'id': 1100, 'popularity': 3.6544}, {'id': 17140, 'popularity': 3.764}, {'id': 20810, 'popularity': 1.9126}]","[{'id': 1354171, 'popularity': 0.2339}]","[4565, 4458, 12377]","[27, 18, 878]",PG-13,2015-05-08,0
tt5540188,2017,111.0,4250000.0,"[94864, 2801, 35210, 29062, 50804, 2999, 108533, 73539, 2302, 850, 118, 26398, 3555, 122446]",en,"['DE', 'DK', 'MA', 'FR', 'SE']","[{'id': 57012, 'popularity': 1.227}, {'id': 1431540, 'popularity': 0.0766}, {'id': 1165452, 'popularity': 0.3257}]","[{'id': 119293, 'popularity': 0.424}]","[612, 1160, 487, 3581, 11734, 229194, 247381]","[53, 18, 80]",,2017-06-19,0
tt6217926,2021,141.0,15500000.0,"[75055, 48663, 94, 51696, 26608, 148044, 122617, 581, 11199, 73369, 19771]",fr,['FR'],"[{'id': 1023139, 'popularity': 2.6378}, {'id': 8293, 'popularity': 3.5493}, {'id': 53863, 'popularity': 2.3835}]","[{'id': 27977, 'popularity': 0.7873}]","[378, 1009, 793, 3485, 4344, 6300, 9887, 6562, 9826, 12670, 12990, 33630, 155482, 156326, 164920, 168683, 190102, 193537, 207240, 276162, 342582]","[18, 10749]",R,2021-07-07,0
tt12550376,2022,87.0,5000000.0,"[85170, 290]",en,['GB'],"[{'id': 1383391, 'popularity': 0.5173}, {'id': 3498314, 'popularity': 0.0695}, {'id': 3498317, 'popularity': 0.2276}]","[{'id': 1088096, 'popularity': 0.3526}]","[2988, 15097, 15098, 50009, 283882, 301836, 301837, 301838, 301839]","[27, 53, 28, 12]",,2022-05-13,0
tt6791096,2018,110.0,32000000.0,"[4022, 6626, 33, 47729, 3393]",en,['US'],"[{'id': 440414, 'popularity': 1.3235}, {'id': 1812, 'popularity': 4.0118}, {'id': 1017294, 'popularity': 1.3327}]","[{'id': 69124, 'popularity': 0.3742}, {'id': 69125, 'popularity': 0.3231}]","[2246, 6262, 6350, 188474]","[35, 10749]",PG-13,2018-04-19,1
tt5472374,2017,117.0,3014770.0,[1569],hi,['IN'],"[{'id': 1033157, 'popularity': 0.71}, {'id': 1034471, 'popularity': 0.5679}, {'id': 1186378, 'popularity': 0.6881}]","[{'id': 1807915, 'popularity': 0.1073}]",[5914],"[18, 10749]",,2017-05-11,0
tt29644189,2025,114.0,30000000.0,"[3172, 162439, 33]",en,['US'],"[{'id': 569, 'popularity': 4.5122}, {'id': 2803710, 'popularity': 2.8042}, {'id': 1530558, 'popularity': 1.3199}]","[{'id': 55499, 'popularity': 1.4148}]","[2546, 516, 1566, 380, 1442, 1468, 6152, 2805, 1981, 9663, 9826, 10303, 10714, 10794, 11663, 12339, 156866, 170865, 208289, 208611, 234025, 240485, 241732, 256183, 273060, 295907, 301004, 309060, 315058, 322744]","[27, 53]",R,2025-10-15,1
tt10855768,2023,111.0,7000000.0,"[11341, 146929, 109501, 3287]",en,['US'],"[{'id': 1344344, 'popularity': 1.7735}, {'id': 22462, 'popularity': 1.8339}, {'id': 2131, 'popularity': 2.1231}]","[{'id': 2093041, 'popularity': 0.1282}, {'id': 2093036, 'popularity': 0.0689}]","[1930, 1735, 1812, 7707, 9663, 10085, 10809, 12670, 18239, 155888, 159472, 163053, 176834, 226344, 226747, 240315, 272745, 285275, 295809, 332656, 350143, 365923]","[18, 9648, 53]",PG-13,2023-01-19,1
tt13145534,2022,74.0,4340000.0,"[744, 22784, 102468, 94]",fr,"['BE', 'FR']","[{'id': 4275, 'popularity': 1.1971}, {'id': 19360, 'popularity': 0.7477}, {'id': 123989, 'popularity': 0.8068}]","[{'id': 133398, 'popularity': 0.4611}]","[4379, 309974]","[35, 14, 9648]",,2022-06-15,0
tt35521922,2025,72.0,70000.0,[256132],en,['US'],"[{'id': 3739081, 'popularity': 0.1377}, {'id': 4747687, 'popularity': 0.0646}, {'id': 31268, 'popularity': 0.6879}]","[{'id': 2831618, 'popularity': 0.1574}]","[6152, 2526, 3358, 6564, 9720, 10114, 10541, 15162, 34079, 162846, 163053, 190821, 207082, 256183, 281237]",[27],PG-13,2025-10-01,1
tt5822564,2019,102.0,38000000.0,"[12, 11370, 165407, 13240]",en,['US'],"[{'id': 55536, 'popularity': 2.1066}, {'id': 1230868, 'popularity': 1.1589}, {'id': 32798, 'popularity': 3.1758}]","[{'id': 989235, 'popularity': 0.357}]","[242, 1228, 9717, 8442, 187056]","[28, 80, 18]",R,2019-08-08,0
tt19864802,2024,113.0,18000000.0,"[174474, 168294, 76991, 41958, 194918, 219466, 147011, 179983, 185127]",en,['AU'],"[{'id': 96066, 'popularity': 3.5083}, {'id': 934, 'popularity': 4.3314}, {'id': 216986, 'popularity': 1.1994}]","[{'id': 125324, 'popularity': 0.6203}]","[3156, 3779, 14643, 158778, 195908, 222529, 288773, 371051, 372198, 372338, 372339, 372340, 372341, 373695, 374025]","[28, 10752, 53]",R,2024-02-09,0
